大李水餃,106台北市大安區和平東路二段118巷54弄35號
伊勢路-勝勢日式豬排 微風松高店,110台北市信義區松高路16號
HOLA和樂家居館,114台北市內湖區新湖三路23號
厚道飲食店,239新北市鶯歌區尖山埔路79號
九指快手包子店,239新北市鶯歌區建國路566號
鶯歌宜蘭土包子,239新北市鶯歌區文化路128號
廖家食記宜蘭蔥餅,100台北市中正區羅斯福路四段90巷14-6號
台北市私立大同高級中學,10491台北市中山區中山北路三段40號
基隆中正公園,202基隆市中正區壽山路
上好便當快餐,202基隆市中正區義二路54號
周家豆漿店,202基隆市中正區信二路309號
基隆廟口碳烤三明治,200基隆市仁愛區仁三路39號廟口第9號攤位
李鵠餅店,200基隆市仁愛區仁三路90號
小劉便當,200基隆市仁愛區孝三路55號
天天鮮排骨飯,200基隆市仁愛區孝三路42巷4號
台G店 淡水總店,251新北市淡水區英專路31號
沙茶羊肉,251新北市淡水區博愛街6號
魔法咖哩-淡水店,251新北市淡水區中山路8號
SUBWAY 淡水漁人碼頭店,251新北市淡水區觀海路201號
OK便利商店 漁人碼頭門市,251新北市淡水區觀海路201號
漁人碼頭停車場,251新北市淡水區
漁人碼頭,03737, Alicante, Marina Alta, Calle Taiwán
阿基師觀海茶樓 - 福容大飯店,251新北市淡水區觀海路83號
欣葉台菜-創始店,10491台北市中山區雙城街34之1號
後慈湖,335桃園市大溪區承恩路20號
福隆海濱公園,228新北市貢寮區
永和豆漿,202基隆市中正區新豐街357號號
OK便利商店 基隆海洋店,202基隆市中正區新豐街420.422號
潮境風呂溫泉義大利餐廳,202基隆市中正區新豐街162巷309號
禾豐百貨,202基隆市中正區新豐街205巷7號7 號
金益現流紅麴鯊魚羹 八斗子店,202基隆市中正區八斗街6號
區域探索館,202基隆市中正區北寧路367號
Artr 彩繪餐廳,202基隆市中正區北寧路367號
春興水餃店,202基隆市中正區環港街68號
社寮橋,202基隆市北部濱海公路社寮橋
陳家早點,202基隆市中正區中正路316號
三軍總醫院基隆分院正榮院區,202基隆市中正區正榮街100號
中船原汁牛肉麵,202基隆市中正區中船路基隆市中正區中船路25號
(阿川)好口味,號, No. 122中船路中正區基隆市202
黃家麵線羹,202基隆市中正區中船路80號
三沙灣麵線羹,202基隆市中正區中船路29號
金龍肉焿,202基隆市中正區中船路94號
源興牛肉麵,242新北市新莊區中和街112號
全國健康素食 中誠店,242新北市新莊區中和街67號
POYA 寶雅 新莊新泰店,242新北市新庄区新泰路300號
新北市立新泰國民中學,242新北市新莊區新泰路359號
驊珍食品 新莊店,242新北市新莊區新泰路332號
丁董小籠包,242新北市新莊區中平路90巷
福記豆漿店,242新北市新莊區幸福路814號
劉師傅手打排骨專賣,號, No. 184中和街新莊區新北市242
沐也日式涮涮鍋,242新北市新莊區幸福路810號
中誠立體停車場,242新北市新莊區中誠街53巷1號號
玠淶新莊㊣老牌豬血湯,242新北市新莊區中港一街44號
周家古早味,號, No. 130中港一街新莊區新北市242
私立天主教恆毅高級中學,242新北市新莊區中正路108號
新北市新莊田徑場,242新北市新莊區
埔里百香果生產合作社,545南投縣埔里鎮西安路三段304巷17號
台灣味腳庫飯,545南投縣埔里鎮信義路807號
Buonissimo柏尼西蒙甜點工坊,545南投縣埔里鎮信義路673號
麵店,545南投縣埔里鎮西安路一段272號
臺灣地理中心碑,545南投縣埔里鎮中山路一段421號
台一生態休閒農場(楓樺台一渡假村),545南投縣埔里鎮中山路一段176號
老英格蘭莊園停車場,546南投縣仁愛鄉
清境餐廳‧佧佤山雲南擺夷美食,546南投縣仁愛鄉博望巷40號
合歡山翠峰,546南投縣仁愛鄉台14甲線翠峰段
翠峰雪季車輛管制哨,546南投縣仁愛鄉
南投縣政府警察局仁愛分局翠峰派出所,546南投縣仁愛鄉仁和路222號
齋明寺古道,335桃園市大溪區齋明街
台灣中油(直營)復興站,336桃園市復興區中正路267號
關西臭豆腐,306新竹縣關西鎮光復路4號
DAISO大創百貨 台中勤美店,403台中市西區公益路68號
三育基督學院,555南投縣魚池鄉瓊文巷39號
力麗哲園月潭館,555南投縣魚池鄉水秀街71號
日月潭纜車,555南投縣魚池鄉中正路102號
伊達邵親水步道,555南投縣魚池鄉
伊達邵,555南投縣魚池鄉日月村伊達邵
朱媽媽粿仔湯,202基隆市中正區新豐街277號
基隆 孝三 大腸圈,200基隆市仁愛區孝三路99巷3號
全家福酒釀湯圓,200基隆市仁愛區愛四路50-1號
天一香肉羹順,200基隆市仁愛區仁三路27-1號
罌粟花,200基隆市仁愛區愛六路4號
珍味香國際餅家有限公司,200基隆市仁愛區仁一路261號
肯德基 基隆仁一餐廳,200基隆市仁爱区劉銘傳路1號
活力站蒟蒻屋 Power House,200基隆市仁愛區仁一路133號
海上鮮,201基隆市信義區培德路9號
普羅旺世社區,202基隆市中正區
潮境風呂溫泉會館,202基隆市中正區新豐街162巷307號
麥當勞-基隆新豐店,202基隆市新豐街249號1~3樓
85度C 基隆新豐店,202基隆市中正區新豐街300號
全聯福利中心Pxmart 基隆新豐店,20251基隆市中正区新豐街262號
陳董魷魚焿,20251基隆市中正區新豐街303巷7號
八方雲集鍋貼水餃專賣店,202基隆市中正區新豐街416號
董娘水餃,202基隆市中正區新豐街424號
源牛湯原汁牛肉麵,202基隆市中正區新豐街351號號
極品中式料理,號, No. 371新豐街中正區基隆市202
巴賽隆納社區,202基隆市中正區
頂好超市,202基隆市中正區新豐街460號
滿大碗養生麻辣滷味 基隆 新豐店,202基隆市中正區新豐街389號
屈臣氏Watsons,No. 192深溪路信義區基隆市201
PIZZA HUT必勝客-基隆深溪店,201基隆市信義區深溪路186號
全佑五金建材行,201基隆市信義區深溪路137號
三媽臭臭鍋,201基隆市信義區深溪路125號
老三無刺虱目魚滷肉飯便當,201基隆市信義區深溪路79號
義家之煮深溪店,201基隆市信義區深溪路73號
嘉味鮮烘焙蔥油餅,201基隆市信義區深溪路82號
半桶水滷肉飯,201基隆市信義區深溪路52號
古早風味甕仔雞,201基隆市信義區深溪路3-5號
基隆市信義區深澳國民小學,201基隆市信義區深澳坑路55-1號
台灣中油-瑞芳站(直營),224新北市瑞芳區中山路200號
金瓜石勸濟堂,224新北市瑞芳區祈堂路53號
南雅奇石,224新北市瑞芳區
龍洞四季灣遊艇港,228新北市貢寮區新北市貢寮區
金沙灣海濱公園,228新北市貢寮區和美街72號
7-ELEVEN 和川門市,228新北市貢寮區延平街63號
新港海鮮,228新北市貢寮區新港街69號
龍蝦大王 (Lobster King),228新北市貢寮區仁和路186號
嘉邑海鮮小館,228新北市貢寮區仁和路2號
雷公埤冷泉碳烤,264宜蘭縣員山鄉永同路三段63號
傳統藝術中心停車場,268宜蘭縣五結鄉五濱路二段201號
蜡藝蠟筆城堡,270宜蘭縣蘇澳鎮海山西路500號
南澳生態教育館,272宜蘭縣南澳鄉中正路55號
金馬隧道廁所,972花蓮縣秀林鄉
米洛克景觀飯店,555南投縣魚池鄉中正路3號
日月潭大飯店,555南投縣魚池鄉中山路419號
日高鍋物‧日式火鍋、 定食簡餐,545南投縣埔里鎮東興二街165號
七里香甕仔雞,546南投縣仁愛鄉中正路90號
臺中市港區藝術中心,436台中市清水區忠貞路21號
中油 梅山站,603嘉義縣梅山鄉中山路746號
宇老觀景台,313新竹縣尖石鄉玉峰村1鄰1號
東埔吊橋,556南投縣信義鄉開高巷98之10號
錦屏大橋,313新竹縣尖石鄉錦屏村
新豐紅樹林生態保護區,304新竹縣新豐鄉新豐村池府路156號
碧湖山觀光茶園,603嘉義縣梅山鄉碧湖村碧湖38之9號
米其林 TYREPLUS馳加汽車服務中心-好又多店,244新北市林口區中山路576號
台灣中油林口工三站(直營&自助),333桃園市龜山區文化一路33號
阿土豆漿大王,360苗栗縣苗栗市大埔街33號
八張牛肉麵,552南投縣集集鎮文心街291巷11號
TOYOTA 龍潭服務廠,325桃園市龍潭區中正路414號
阿胖豆漿,310新竹縣竹東鎮東寧路三段56號
文藝中心停車場,242新北市新莊區中平路133號
槓子寮砲臺,201基隆市信義區教忠街141巷
小米菇餐坊,201基隆市信義區深美街173號
055龍蝦海鮮,974花蓮縣壽豐鄉132號
老地方客家菜,335桃園市大溪區員林路一段489號
新峰電器有限公司,112北投區承德路七段342巷30號
台灣中油林長站(加盟),224新北市瑞芳區瑞濱路32之6號
立農公園,112台北市北投區承德路七段378號
花蓮遠雄悅來大飯店,974花蓮縣壽豐鄉山嶺18號
Sheraton Taitung Hotel 台東桂田喜來登酒店,950台東縣台東市正氣路316號
翔美美食,961台東縣成功鎮中山路55號
成功豆花,961台東縣成功鎮中山路63號
救國團曾文青年活動中心,715台南市楠西區密枝里70之1號
曾文之眼遊客中心,733台南市東山區南勢里大洋41-30號
夏綠地公園,407台中市西屯區市政北五路238-236號
台灣中油新店寶橋站(直營&自助),231新北市新店區寶橋路219號
長江早點點心總匯,231新北市新店區中正路282之2號
LUXGEN 新店服务厂,231新北市新店区中興路三段9號
鹽寮龍蝦海鮮餐廳,974花蓮縣壽豐鄉鹽寮路130號
劉姐姐飯糰,270宜蘭縣蘇澳鎮中山路一段280號
老店家臭豆腐,973花蓮縣吉安鄉北安街64之1號
慶豐麵店,973花蓮縣吉安鄉中山路三段388號
台灣中油,714台南市玉井區中山路91號
台灣中油 北基楓港站(加盟),941屏東縣枋山鄉舊庄路163號
冠月精品旅館,545南投縣埔里鎮信義路319號
新寮瀑布,269宜蘭縣冬山鄉新寮二路
Bremen不萊梅,111台北市士林區文林路514-1號
金澤魯肉飯,260宜蘭縣宜蘭市西後街140號
三貂角燈塔,22841新北市貢寮區馬崗街38號
四角窟觀景台,228新北市貢寮區
Twos Brunch Cafe,111台北市士林區中正路235巷21號
木瓜王,261宜蘭縣頭城鎮復興路67號
舞涼麵,261宜蘭縣頭城鎮開蘭路87號
阿丹芋頭牛奶冰,261宜蘭縣頭城鎮纘祥路14-1號
五行旅店・台北旅樹 Five Elements Hostel, Taipei,103台北市大同區民族西路33號
薯霸早餐,30042新竹市東區世界街88號
瀧拉麵,300新竹市北區北門街42號
城邊Warm&Wall,300新竹市北區集賢街40號
冬山火車站,269宜蘭縣冬山鄉中正路1號
五十二甲溼地,268宜蘭縣五結鄉利澤西路24-53號
草嶺慶雲宮,261宜蘭縣頭城鎮石城里濱海路七段33號
家禾豆花、麵線,260宜蘭縣宜蘭市民族路406號
慶和橋,260宜蘭縣宜蘭市同慶街
河堤上的貓,300新竹市東區民族路33巷68號
Sofa Story, 旅行講堂,300新竹市東區東山街56號
道教總廟三清宮,26944宜蘭縣冬山鄉三清路123號
中興文化創意園區11號倉庫,268宜蘭縣五結鄉中正路二段6-8號
羅莊櫻花步道,265宜蘭縣羅東鎮羅莊一街22號
大修宮(仙公廟),261宜蘭縣頭城鎮武營農路101號
北關海潮公園,261宜蘭縣頭城鎮濱海路四段10號
Main Station - Flip Flop Hostel - (夾腳拖的家-台北車站),103台北市大同區華陰街103號
樂山拉麵店,261宜蘭縣頭城鎮青雲路三段801-1號
香雞城宜蘭店,260宜蘭縣宜蘭市聖後街7號
老爹柴燒披薩,261宜蘭縣頭城鎮文雅路93號號
頭城濱海森林公園,261宜蘭縣頭城鎮協天路400號
Mimi's Cafe米米咖啡,100台北市中正區羅斯福路三段284巷15號
Vicoli 弄 義大利麵,10491台北市中山區中山北路一段140巷2號
枕頭旅宿 Pillow Hostel,10045台北市中正區重慶南路一段49號9樓
KYMCO 順財機車行,350苗栗縣竹南鎮光復路167號
八丼手作日式料理,970花蓮縣花蓮市商校街196號
阿德的家,號, No. 16-1立業街4巷新城鄉花蓮縣971
四八高地,970花蓮縣花蓮市海岸路華東路
丟丟噹森林,260宜蘭縣宜蘭市宜興路一段236號
浪浪別哭,10049台北市中正區林森北路9巷13號
早安白日夢,100台北市中正區汀州路三段91號
蚵埕～外傘頂洲蚵仔之家-健康店,105台北市松山區健康路325巷36號
蛋要酷 手工蛋餅專賣店,100台北市中正區信陽街26-4號
老街早餐店 - 中式早餐店,261宜蘭縣頭城鎮和平東路9號
鮮田日式豬排專賣店,406台中市北屯区興安路一段116號
新社花海,426台中市新社區協興街30號
老蓋 Loud Guy 蓋飯料理,350苗栗縣竹南鎮光復路228號
白沙屯海灘,357苗栗縣通霄鎮36-28
永和山水庫觀景台,352苗栗縣三灣鄉
南庄眉山居咖啡民宿,353苗栗縣南庄鄉田美村6鄰田美106號
神仙谷,353苗栗縣南庄鄉東江路73號
向天湖,353苗栗縣南庄鄉
康濟吊橋,353苗栗縣南庄鄉南庄老街
南庄戲院餐廳,353苗栗縣南庄鄉西村中山路3巷55號
桂花巷花茶湯圓,353苗栗縣南庄鄉文化路15號
水汴頭洗衫坑,353苗栗縣南庄鄉
李家古早味早午餐,404台中市北區太原路三段1511-8號
My Ear耳機專門店(雙十店),404台中市北區雙十路二段47-4號
通霄神社,357苗栗縣通霄鎮虎頭山公園
醉食在石頭風味養生火鍋,350苗栗縣竹南鎮大營路178號
炎術,545南投縣埔里鎮信義路238號
忠明13鄰 怪獸街,403台中市西區博館三街37號
麥當勞-台中館前店,404台中市北區館前路1號
新都生態公園,406台中市北屯區祥順路二段
大坑蝴蝶橋,406台中市北屯區大坑清新橋
光陽機車(尚達)排氣定檢站,406台中市北屯區北屯路208號
漁藏麵屋,號, No. 173一中街北區台中市404
田塬藝文咖啡館,261宜蘭縣頭城鎮站舍巷9號
紅牛炭烤牛排 安樂總店,234新北市永和區安樂路168號
可小孩新式茶飲,234新北市永和區福和路166號
米特義式工坊,234新北市永和區中和路375號
武告滷 秀朗店,234新北市永和區秀朗路二段169號之 1 號
幸福炒泡麵,234新北市永和區永貞路168號
龍爸廚房精緻自助快餐,234新北市永和區永利路88號
角惑髮型設計概念館,234新北市永和區得和路234號231號
貴族世家-體育館店,242新北市新莊區中華路一段182號
陶錦迷你涮涮鍋,234新北市永和區竹林路133號
一銘盒飯(中華店),400台中市中區中華路一段112-1號
CITY MILK-中華店,No. 64號中華路一段中區台中市400
台中文學公園,403台中市西區自立街22號
50嵐 師大店,106台北市大安區師大路139號
福記佛跳牆,號, No. 107成功路一段永和區新北市234
天佑傳統美食赤肉羹,234新北市永和區環河東路三段60號
一中8兩碳烤雞排,234新北市永和區秀朗路二段140號
香港真味燒臘館,234新北市永和區中正路648號
周氏節孝坊,112台北市北投區豐年路一段36號
佑達骨外科診所 & 復健中心 - 骨科、外科、復健科、神經科、疼痛科聯合診治，外傷處理，x光檢查，增生修復注射治療，高頻熱凝神經疼痛治療,234新北市永和區中正路296號
DAISO大創(景美瀚星店),116台北市文山區景興路188號
臺中轉運站(臺中車站),401台中市東區新民街88號
童力體操 - 台北松山館,105台北市松山區寶清街109號
柳川水岸景觀步道,400台中市中區柳川西路三段
柳川新風情,400台中市中區柳川西路三段
NET 台中八店,404台中市北區太平路28-2、3號
大和燒臘快餐店,411台中市太平區中興路134號之 3號
麥當勞-太平中興店,411台中市太平區中興路43號
珍將原汁牛肉麵,406台中市太平區中興路134-4號
胡國雄古早麵,545南投縣埔里鎮仁愛路319號
飛台灣-FlyTaiwan(南投埔里飛行傘體驗),545南投縣埔里鎮知安路100號
南投觀音瀑布,545南投縣埔里鎮
50嵐埔里中正店,545南投縣埔里鎮中正路384號靠近車站附近
有容Cafe,545南投縣埔里鎮西安路一段514巷36號
亞標小吃部,545南投縣埔里鎮育英街13號
新板萬坪都會公園,220新北市板橋區新府路1A號
食尚勁(Q JING)麵疙瘩手工麵館,251新北市淡水區重建街82號
捷絲旅宜蘭礁溪館 Just Sleep Jiaoxi,262宜蘭縣礁溪鄉德陽路24巷8號
福和河濱公園,231新北市永和區
上品牛肉拉麵,235新北市中和區中和路350巷12弄2號
阿甘涼麵，豆花,號, No. 72中安街中和區新北市235
饗樂吐司早午餐,234新北市永和區秀朗路二段208號
環球購物中心 屏東店,900屏東縣屏東市仁愛路90號
屏東縣立體操館,900屏東縣屏東市信義路262號
南海遊客中心,880澎湖縣馬公市新營路25號
城隍廟前燒肉飯,880澎湖縣馬公市光明路23號
媽宮城隍廟,880澎湖縣馬公市光明路20號
7-ELEVEN 跨海門市,881澎湖縣西嶼鄉合界村3-1號
小門嶼,881澎湖縣西嶼鄉
小萍的店,881澎湖縣西嶼鄉
竹灣大義宮,881澎湖縣西嶼鄉竹灣村76號
夢幻沙灘,881澎湖縣西嶼鄉
岐頭遊客中心,884澎湖縣白沙鄉岐頭村16-5號
屈臣氏Watsons,880澎湖縣馬公市中正路26號
媽宮食品 中正店,880澎湖縣馬公市中正路20號
多那之澎湖馬公門市,880馬公市澎湖縣中正路12號
望安綠蠵龜觀光保育中心,882澎湖縣望安鄉東安村1-4號
天台山(呂洞賓足印),882澎湖縣望安鄉
全家便利商店 澎湖望安店,882澎湖县望安乡2-13號
七美遊客服務中心,883澎湖縣七美鄉澎湖縣七美鄉南港村南滬26之4號
石獅風景區,883澎湖縣七美鄉
大獅龍程風景區,883澎湖縣七美鄉
七美航空站,883澎湖縣七美鄉平和村55號
龍埕海鮮熱炒,883澎湖县七美乡澎湖縣七美鄉南港村(港口前)
全家便利商店 澎湖七美店,883澎湖縣七美鄉南港村11鄰26-17號
七美南滬港,澎湖縣七美鄉南滬港
馬中美食,880澎湖縣馬公市中正路60-1號
食窟小喫,880澎湖縣馬公市惠安路26號
西瀛虹橋,880澎湖縣馬公市觀音亭海水浴場
海上牧場,880澎湖縣馬公市澎湖縣馬公市南海
澎湖海悅飯店,880澎湖縣馬公市民福路75號
赤崁海灘,884澎湖縣白沙鄉赤崁村
吉貝沙尾,884澎湖縣白沙鄉吉貝嶼
Jibei Visitor Center,884澎湖縣白沙鄉182之2號
名揚育樂開發有限公司,884澎湖縣白沙鄉澎7鄉道368號
北海遊客服務中心,884澎湖縣白沙鄉37-4號
澎湖仙人掌冰城,880澎湖縣馬公市中正路32-5號
康是美(澎湖門市),88041澎湖縣馬公市中正路83號
澎湖區漁會魚產品直銷中心,880澎湖縣馬公市漁隆路50號
50嵐(澎湖馬公店),880澎湖縣馬公市海埔路30號
COMEBUY_澎湖中正店,88041澎湖县马公市中正路52號
茶湯會 - 中正店,880澎湖縣馬公市中正路53號
大創百貨澎湖中正店,880澎湖縣馬公市中正路38號
Mirage西衛美海奇民宿,880澎湖縣馬公市西衛里西衛83之60號
國立澎湖科技大學,880澎湖縣馬公市六合路300號
夏戀租車行,880澎湖縣馬公市121-8號
文澳加油站股份有限公司,880澎湖縣馬公市東文里
7-11,885澎湖縣湖西鄉澎湖縣湖西鄉隘門村126之5號
全家松航店,105台北市松山區敦化北路340之9號
北海金八達快艇,884澎湖縣白沙鄉37之4號
燦坤3C-太平旱溪店,411台中市太平區中山路四段139巷2弄233號
燦坤3C-太平店,406台中市太平區中山路三段49號
學亮文具圖書生活館,406台中市太平区中山路三段121-1號
嘴笑鼻文具批發廣場,406台中市太平區中山路四段26-5號
四季精品百貨,406台中市太平區中山路四段26號
肯德基KFC-太平中山餐廳,406台中市太平區中山路四段26-6號
福勝亭,404台中市北區三民路三段96號
50嵐,404台中市北區太平路85號
POYA寶雅 台中一中店,404台中市北區太平路22-4號
延平河濱公園,103台北市大同區堤外道路
福和假日花市,234新北市永和區
國立臺灣大學森林系學系,106台北市大安區舟山路158號
麵鬪庵（蔬食烏龍麵）,404台中市北區錦南街15號
50嵐,103台北市大同區昌吉街35號
郭記大塊肉羹,103台北市大同區大龍街231號
圓山公園管理所,10491台北市中山區新生北路三段105號
Emma's Kitchen,10491台北市中山區濱江街12號
八斗子觀光漁港,202基隆市中正區北寧路211號
三貓小舖-貓咪主題文創商品專賣店,224新北市瑞芳區汽車路93號
豎崎路,224新北市瑞芳區
Eilong宜龍九份門市 Eilong-Jiufen Store,224新北市瑞芳區輕便路296號
富發牌(九份店),224新北市瑞芳區新北市瑞芳區豎崎路9號
九份藝術館 Jioufen Art Gallery,224新北市瑞芳區豎崎路21號
靜安吊橋,台灣, 靜安吊橋平溪區新北市226
十分車站,226新北市平溪區226
貓空纜車指南宮站,號, No. 200指南路三段157巷文山區台北市116
德事商務服務中心,Level 37, No. 7, 信義路五段信義區台北市110
社子島 島頭公園,111台北市士林區延平北路九段
中山綠橋,400台中市中區中山路31號
海洋大學育樂館體育場,202基隆市中正區北寧路2號
台灣中油股份有限公司-北寧路站,202基隆市中正區北寧路37號
小羊碳烤三明治,號, No. 7北寧路中正區基隆市202
源源魯肉飯,202基隆市中正區豐稔街21號
基隆市立田徑場,201基隆市信義區正信路28號
東信國小,201基隆市信義區正信路26號
擁恆文創園區,201基隆市信義區六和街226號
星空草原,224新北市瑞芳區中央路48巷
賴阿婆芋圓,224新北市瑞芳區基山街143號
九份茶坊 Jioufen Teahouse,224新北市瑞芳區基山街142號
美滋客窯烤披薩,202基隆市中正區中正路417號
窗口 美味帶著走,100台北市中正區汀州路三段104巷11弄1號
聞吔香什碗鍋,351苗栗縣頭份市中央路418號
Mr Martin's Kitchen,106台北市大安區新生南路三段76巷10-5號
台灣中油永和永利路站(直營&自助),234新北市永和區永利路69號
六嬸婆食府,222新北市深坑區深坑街137號
小熊雨洋傘,222新北市深坑區深坑街64號
深坑老街收費停車場,222新北市深坑區平埔街22巷
老街頭炭燒豆腐霜淇淋,222新北市深坑區深坑街51號
山城古厝,222新北市深坑區深坑街87號
小林肉粽,222新北市深坑區北深路二段155號
集順廟,222新北市深坑區深坑街135號
懷舊時光,222新北市深坑區深坑街79號
深坑老店阿珠芋圓,222新北市深坑區深坑街134號
Flip Out 跳跳床樂園,10491台北市中山區中山北路二段59巷45號
麥當勞-永和得和店,234新北市永和區得和路405號
50嵐 基隆廟口店,20048基隆市仁愛區愛四路1號
烏鬼洞,929屏東縣琉球鄉環島路
美人洞 風景區,929屏東縣琉球鄉環島公路
男生第七宿舍,106台北市大安區長興街92號
國立臺灣大學男生第三宿舍,106台北市大安區長興街50號
師大藥局,106台北市大安區師大路99號
王暉政眼科診所,106台北市大安區師大路110號
舊漫窯烤蔥油餅,100台北市中正區汀州路三段305號
光之乳酪,台中市西區
樂丘廚房-國醫店,404台中市北區育德路26號
溪頭自然教育園區鳳凰山之天文台,558南投縣鹿谷鄉森林巷9號
蛤板灣｜威尼斯沙灘,929屏東縣琉球鄉
餃神 二代水餃,929屏東縣琉球鄉中山路83號
杉福生態廊道,929屏東縣琉球鄉肚仔坪路杉福生態廊道站
旭日亭,929屏東縣琉球鄉環島公路
南國海岸,929屏東縣琉球鄉杉福村肚仔坪路8號
白沙尾漁港,929屏東縣琉球鄉
白沙尾渡船碼頭,929屏東縣琉球鄉
東琉線船運服務中心,928屏東縣東港鎮朝隆路43號
臺北醫學大學,110台北市信義區吳興街250號
麵麵俱到,553南投縣水里鄉民權巷37號
文武廟年梯步道,555南投縣魚池鄉中正路63號
辛志平校長故居,300新竹市東區東門街32號
霧峰林家宮保第園區,413台中市霧峰區民生路26號
ARAI CHA 新井茶一中店,404台中市北區育才街19之2號
台水宿舍商場,404台中市北區太平路19巷3弄34號
臺中市立圖書館 精武圖書館,404台中市北區精武路291之3號
日新大戲院,400台中市中區中華路一段58號
火之舞蓁品燒 和牛放題,106台北市大安區忠孝東路四段216巷19弄7號
廣固機車行,234新北市永和區中正路522號
大屯山,112台北市北投區泉源路200號
忠誠號蚵仔煎,111台北市士林區大東路15-32號
后豐鐵馬道,421台中市后里區馬場路
景美夜市《冬仙堂》—頂級古早味奶茶·冬瓜露,116台北市文山區景美街80號
大功圓保齡球館,404台中市北區公園路146號
台中美樂地KTV,400台中市中區綠川西街135號棟8樓-1
國立臺灣大學積學館,羅斯福 路 四 段 一 號 化學 系, 大安區台北市106
國立自然科學博物館植物園,404台中市北區館前路1號
呷讚便當店,100台北市中正區汀州路三段103號
繼光香香雞-西門店,108台北市萬華區漢中街121之1號
六福保齡球館,108台北市萬華區漢口街二段54號
劉三檳榔,406台中市北屯區太原路三段1368號
羅東微風小棧民宿,26563宜蘭縣羅東鎮北成路二段135巷140號對面
玩咖民宿,26866宜蘭縣五結鄉親河路二段291巷52弄25號
赤炸風雲-12盎司雞排,265宜蘭縣羅東鎮民權路121號(對面
上和園滷味,404台中市北區育才街4號
悠跑旗艦店,號, No. 67太平路北區台中市404
菓風小舖,404台中市北區三民路三段122號
麥當勞-太平中山店,411台中市太平區中山路三段45號
麥當勞-台中精武東店,401台中市東區精武東路109號
臺中市屯區藝文中心,411台中市太平區大興路201號
傻瓜麵,404台中市北區太平路117號
艾得咖啡,404台中市北區太平路81之1號
麥當勞-台中尊賢店,404台中市北區太平路22號
國立臺灣體育運動大學 中興堂,404台中市北區精武路291-3號
798吃就發羊肉爐,116台北市文山區興隆路一段110號
IF Le Bistro 怡坊樂廚,106台北市大安區和平東路二段118巷54弄37號
新世代牙醫診所 - 植牙專科 矯正專科 牙周病 健保門診,404台中市北區太平路62號
【汕頭麵專賣】 秀朗特製汕頭麵 成功店,234新北市永和區新北市永和區成功路二段138號
順億鮪魚專賣店-板橋店,22066新北市板橋區縣民大道二段120號
冠強 汽車 保養廠,333桃園市龜山區龜山一路58-1號
一支釣小吃店,249新北市八里區龍米路三段49-1號
三兄妹雪花冰（臨江店）,106台北市大安區臨江街17號
168排骨飯,105台北市松山區延吉街105號號 No. 9-1
金旺餐坊,號, No. 11八德路三段74巷14弄松山區台北市105
老黃牛肉麵,1 No. 1號, 寧安街1巷松山區台北市105
花月嵐 重新家樂福店,241新北市三重區重新路五段654號
金滿客,206基隆市七堵區南興路13號
F1百元剪髮,244新北市林口區中山路577號
韓味軒韓國料理,242新北市新莊區中華路一段182-1號
吳師傅擔仔麵,242新北市新莊區中華路一段180號
戲棚下,105台北市松山區八德路三段12巷5弄30號
十里坡,105台北市松山區南京東路四段52巷13號
北越河粉 Pho Huong,105台北市松山區八德路三段12巷5弄45號
Maryjane Pizza信義點 Pizza Bar XY,110台北市信義區基隆路一段147巷5弄2號
巧味亭日本料理,105台北市松山區八德路三段84號
胖哥乾麵,105台北市松山區寧安街5巷2號
唐僧肉雞排,244新北市林口區中正路42號
可承傳統美食--臭豆腐/大腸麵線/涼麵專門店,105台北市松山區八德路三段74巷3弄20號
PU嚨哄平價串燒碳烤,244新北市林口區中正路127號
好麵,105台北市松山區八德路三段12巷5弄10號
异家鍋物・异間食堂,244新北市林口区中山路570號
茶奶士多 LINOKU,24445新北市林口區中原街6號
新北市私立台安醫院,252新北市三芝區楓子林路42之5號
御鼎香脆皮烤鴨餐廳,105台北市松山區南京東路四段66號
老三元爌肉飯,420台中市豐原區豐洲路70號
香港鳳隆燒臘美食館,號, No. 91德行西路士林區台北市111
香港大家好港式粥粉麵飯,105台北市松山區八德路四段245巷50之1號
雲豪斯WiNHOUSE無國界料理-林口景觀店,244新北市林口區忠孝一路76號
金典鵝肉平價快炒,243新北市泰山區福興三街177號
漁季水產火鍋超市(林口店),244新北市林口區中正路121號
阿成川味涼麵,105台北市松山區八德路三段199巷1弄2號
ViVi PARK北寧路地下停車場,號, No. 30北寧路松山區台北市105
聖馬汀咖啡工坊,244新北市林口區文化一路二段2
一口悶三角圓,420台中市豐原區中正路167巷2-2號
A+快剪,243新北市泰山區全興路107號
餃子館,105台北市松山區八德路三段199巷27號
祥記小館,244新北市林口區文化三路二段181號
牙打燒肉 Yakiniku,247新北市蘆洲區長榮路450號
LILI KOKO Coffee,111台北市士林區延平北路八段2巷200弄101號前
林口車業 [ 光陽優質服務網 ],24444新北市林口區林口路52號
耀武羊威羊肉爐吃到飽,244新北市林口區仁愛路二段600號
眼鏡張雞肉飯,242新北市新莊區福壽街51號
阿輝山休閒農場,號, No. 99北120鄉道林口區新北市244
人文景觀餐廳,244新北市林口區下福里16鄰15號
艾隆義式麵食館,105台北市松山區八德路三段121-2號
新北市政府警察局林口分局,244新北市林口區忠孝二路57號
Oval meat 美式餐廳,243新北市泰山區福興二街32號
